Time,acc,acceleration,access,lat,long,id,status,r_status
00:03:58.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:03:59.999,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:00.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:01.992,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:02.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:03.992,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:04.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:06.001,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:06.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:07.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:08.995,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:09.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:10.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:12.001,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:12.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:13.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:14.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:15.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:16.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:18.000,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:18.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:19.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:20.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:21.995,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:22.995,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:23.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:24.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:25.992,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:26.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
